Strain	YAL001C	YAL002W	YAL003W	YAL005C	YBR001C	YBR002C	YBR003W	YBR004C	YGR001C	YGR002C	YGR003W	YGR004W	YLR001C	YLR002C	YLR003C	YLR004C	YPR001W	YPR002W	YPR003C	YPR004C
AKT	0.87384296154877	0.950945409769139	-0.715318642694748	-0.814429750182111	-0.174226559146906	0.0578152327211751	0.0069340203633795	0.127467025700253	0.0670785962343327	1.40203886174807	1.05007479676995	0.0115568652502283	0.193031790572725	0.668336441580649	-0.297885327338811	1.60149673184337	0.617183227565994	1.87119122949614	1.07445518941556	1.92730276908461
ALA	-1.09107008009333	-0.211905540005459	1.25672838638574	0.498321776527057	0.847068174287293	0.317271837935359	0.240360606435921	-0.651097014623364	-1.29854925338056	0.416190471511842	-0.540647492610069	-0.0809846922547478	-0.477493702756547	-0.327009535450762	-0.431361382399837	-0.211905540005459	-0.514085442961773	0.451745574395298	-0.656821764653751	-0.487881283147801
ALE	-0.827379263767075	-0.763935826118113	0.472319239554667	-1.06625794667936	-1.02630310931174	0.462007961827509	-0.0763477194581177	0.226110187184576	0.498321776527057	-0.0902639649211258	-0.230855084109714	-0.508816874637437	-0.226110187184576	0.411154884626514	0.727310936136474	0.727310936136474	-1.04208545617778	0.795257365951611	-1.16077020710291	-0.386129658715449
ALG	0.589455797849779	0.0023113236574057	0.0578152327211751	-0.685776829459027	0.697520398122158	0.894342301031848	1.05007479676995	-0.697520398122158	1.04208545617778	0.795257365951611	0.44153054504322	-0.751615768740422	0.249887896770684	0.801615389700607	1.09949156453671	-0.556768557060086	-0.524665732044466	-0.0578152327211749	0.887467773206314	-0.788931328714111
ALK	-0.8208873000614	-1.75207880523408	0.127467025700253	0.155482744872917	-0.980420193313882	0.679940422437343	-0.346579391510708	-1.42718363271383	-0.498321776527057	-1.11657276919127	-0.0995510164407733	-0.987922897784903	-0.617183227565993	0.317271837935359	0.183621057790663	0.0995510164407732	-0.188324339375464	1.71069771654512	-1.04208545617778	-1.6357578726613
ALN	-1.19783304618209	-1.82041880210101	1.24661052356711	-1.41449945736515	-1.07445518941556	-0.0300517034871832	-1.73101777729438	-1.48037338617847	2.25021621287547	-0.715318642694748	0.356413849225995	1.32033860534373	-1.60149673184337	1.4943456748627	1.95779925340944	-0.770139493984983	0.341674763414337	0.31241430526481	-0.462007961827508	-0.493094811141767
ANC	0.396109874324842	0.801615389700607	0.788931328714111	-0.0949064674731112	-0.122808042374242	-1.58504865992564	0.628407223748622	0.7577614203553	-0.207180284342776	-1.09949156453671	-0.493094811141767	0.556768557060086	-0.216635531873004	-0.164847412361832	-0.141461005866331	-0.600491259466874	-0.0902639649211258	-1.0341620836448	0.0346767724179256	0.901259356808879
ANH	-0.0393025832515716	-1.58504865992564	-0.317271837935359	-0.958236029694311	-0.150805570696377	0.122808042374242	1.92730276908461	-0.477493702756547	-0.0023113236574057	0.44153054504322	-0.645393523798251	0.56217435274709	-0.127467025700253	0.226110187184576	-0.0531854603773996	-1.26697656409516	-0.808005984731101	-0.727310936136474	-1.38979223120839	1.16077020710291
ANS	-0.386129658715449	0.3911148968825	0.703428352120604	0.288234347722842	-0.211905540005459	1.17909916608271	-1.56901855929446	0.0300517034871831	0.847068174287293	-0.351492370953221	-0.894342301031848	-0.709360961240266	-2.38544328759926	1.48037338617847	0.685776829459027	1.40203886174807	0.245121470401313	-0.221370375488073	-0.118151723225211	0.11349796436547
ANV	0.651097014623364	0.617183227565994	2.58698854596876	-1.32033860534373	-0.606036450750844	0.808005984731101	-0.827379263767075	0.431361382399837	0.97297227527109	-0.611600340136845	0.108846662300353	-0.331889979056195	-2.06220139293306	2.02490712555494	1.87119122949614	1.79669793543813	0.721301822577588	-0.8208873000614	-0.651097014623364	1.36590542698986
API	0.25943792390388	0.155482744872917	0.801615389700607	-0.193031790572725	0.122808042374242	0.288234347722842	-0.600491259466874	-0.396109874324842	0.3911148968825	-1.0341620836448	0.25466000710129	-1.05007479676995	-0.421236634030344	-0.356413849225995	-0.493094811141767	0.386129658715449	-0.606036450750844	0.356413849225995	0.406129701979744	1.87119122949614
APQ	-0.535305083204834	-1.60149673184337	1.04208545617778	0.141461005866331	-1.67205437282744	1.00309766947139	-1.17909916608271	-1.46668426941392	1.69106041213994	-0.0995510164407733	-1.09107008009333	-0.936513704648091	-1.99023333826352	0.814429750182111	0.411154884626514	1.35424889402161	0.0670785962343327	0.317271837935359	0.622785418435346	-0.847068174287293
APR	0.160163322877606	-1.05007479676995	0.87384296154877	-0.715318642694748	-1.58504865992564	0.943704988413798	-1.79669793543813	-0.216635531873004	0.508816874637437	-0.867091064342285	0.87384296154877	-2.02490712555494	-1.25672838638574	1.55338179208514	0.776372943684694	1.12523679619429	0.25943792390388	-0.456870753568262	-0.0023113236574057	-0.894342301031848
AQN	-1.06625794667936	-0.958236029694311	1.33147229234053	-0.421236634030344	-1.84521055541774	2.47375281825758	-1.32033860534373	-0.508816874637437	0.922274462633003	-1.69106041213994	-1.35424889402161	-1.22674881973321	-2.47375281825758	0.958236029694311	0.691636690647132	2.31255918106693	-1.02630310931174	-2.47375281825758	-2.38544328759926	-1.33147229234053
AQS	1.04208545617778	-0.556768557060086	0.288234347722842	-0.628407223748622	-0.594964471653896	1.35424889402161	-0.929370529081036	-0.0856234070086263	0.221370375488073	0.307564133079395	0.132128777500757	1.44010167491054	-0.8208873000614	0.656821764653751	0.814429750182111	0.0763477194581177	1.75207880523408	1.27735956224483	1.44010167491054	0.763935826118113
AST	0.317271837935359	-0.322136868433913	-1.41449945736515	0.936513704648091	1.4532646086429	0.514085442961773	1.01850701714109	0.679940422437343	-0.709360961240266	1.89850002602006	1.1339861234044	-0.611600340136845	0.867091064342285	-0.894342301031848	-1.11657276919127	0.456870753568262	0.606036450750844	1.29854925338056	0.674127085341076	-0.108846662300353
ATM	1.28788212515846	1.61838985178983	-1.40203886174807	1.20735960857556	2.19555850201637	-0.462007961827508	1.61838985178983	-0.0023113236574057	-1.84521055541774	1.27735956224483	-1.16988555851303	-0.887467773206314	0.915224535322045	-1.33147229234053	-1.6357578726613	-0.197743523287746	0.498321776527057	1.01850701714109	0.656821764653751	-0.56217435274709
ATQ	0.493094811141767	0.341674763414337	-1.09949156453671	0.87384296154877	1.26697656409516	-0.578491659448401	0.867091064342285	-1.41449945736515	-0.936513704648091	-0.155482744872917	-0.0949064674731112	-1.26697656409516	1.4532646086429	-0.0578152327211749	-0.25943792390388	-1.30936622275783	-0.371230775958935	-0.160163322877606	0.745498374715922	-1.25672838638574
AVM	1.48037338617847	0.503562392301424	0.169535121527761	0.431361382399837	1.14282313042287	0.150805570696377	0.3911148968825	0.202459650111843	0.386129658715449	-0.0254272773144222	0.293056425551106	-0.995481629333983	0.498321776527057	-0.901259356808879	-0.995481629333983	0.346579391510708	1.48037338617847	1.0341620836448	-0.293056425551105	0.594964471653896
BAM	-0.0023113236574057	-0.645393523798251	1.28788212515846	0.297885327338811	0.0809846922547478	-0.164847412361832	0.715318642694747	0.535305083204834	-0.322136868433913	-0.10419771391158	-0.662568121997894	0.788931328714111	0.322136868433913	-0.273807753077785	-0.174226559146906	0.556768557060086	0.0346767724179256	-0.529977908672818	0.221370375488073	0.7577614203553
BBB	-0.160163322877606	-1.09107008009333	-0.703428352120604	-1.46668426941392	-0.331889979056195	1.01077234243093	0.617183227565994	0.132128777500757	1.33147229234053	0.709360961240266	2.02490712555494	0.697520398122158	0.38115399849948	1.02630310931174	1.02630310931174	0.679940422437343	0.431361382399837	0.283418962782454	-0.685776829459027	1.0341620836448
BBL	-0.118151723225211	-0.307564133079395	-0.0624462446608918	0.645393523798251	-0.540647492610069	-0.594964471653896	0.356413849225995	1.04208545617778	-0.540647492610069	0.10419771391158	0.436440322051027	-0.487881283147801	1.50861594454147	1.07445518941556	0.709360961240266	-0.0856234070086263	-0.211905540005459	0.867091064342285	-0.11349796436547	-0.426293545737194
BBM	-1.6357578726613	-0.164847412361832	0.336778340733777	-0.178921834578924	-0.11349796436547	-0.540647492610069	-0.915224535322045	-0.174226559146906	1.29854925338056	-0.386129658715449	0.594964471653896	-0.293056425551105	-0.193031790572725	2.25021621287547	2.58698854596876	0.426293545737194	0.451745574395298	0.230855084109714	0.169535121527761	-0.155482744872917
BBP	1.12523679619429	1.12523679619429	-0.668336441580649	0.11349796436547	1.56901855929446	0.703428352120604	1.11657276919127	-0.249887896770684	0.472319239554667	0.264221770667519	-0.498321776527057	0.44153054504322	1.25672838638574	-0.366282900191192	-0.0717123876811314	-0.987922897784903	0.840469030493827	1.75207880523408	0.808005984731101	1.35424889402161
BBQ	-0.0856234070086263	0.183621057790663	-0.160163322877606	-1.89850002602006	-0.679940422437343	-0.715318642694748	-0.0670785962343327	1.60149673184337	1.25672838638574	0.269011671884843	1.53811587201348	-1.30936622275783	-0.589455797849779	1.04208545617778	1.21699702417525	0.685776829459027	-2.38544328759926	-1.89850002602006	-1.1339861234044	-1.17909916608271
BBS	0.0115568652502283	-0.887467773206314	0.745498374715922	-2.19555850201637	-0.853704414667964	0.436440322051027	-0.7577614203553	0.188324339375464	0.808005984731101	-0.622785418435346	0.727310936136474	0.763935826118113	-0.600491259466874	1.09949156453671	0.651097014623364	0.164847412361832	-0.487881283147801	-0.936513704648091	-0.880634932625584	1.58504865992564
BCF	0.278610140823779	0.56217435274709	-0.376187756786096	-1.28788212515846	0.44153054504322	0.540647492610069	0.278610140823779	0.183621057790663	-0.336778340733777	1.01077234243093	0.814429750182111	1.17909916608271	0.7577614203553	1.16988555851303	-0.127467025700253	0.782636707108169	1.50861594454147	-0.0995510164407733	1.27735956224483	0.987922897784903
BCL	0.462007961827509	-0.0023113236574057	-0.519368320036788	-0.477493702756547	0.467157391991122	-0.0949064674731112	0.269011671884843	-2.10260593706893	0.535305083204834	1.92730276908461	1.42718363271383	1.24661052356711	0.651097014623364	-0.0393025832515716	-0.0809846922547478	1.04208545617778	0.751615768740422	0.8208873000614	0.87384296154877	-0.297885327338811
BCP	0.0995510164407732	-0.578491659448401	0.322136868433913	-0.48268098264514	-0.0624462446608918	0.535305083204834	0.685776829459027	-0.887467773206314	0.043929235244272	0.371230775958935	0.411154884626514	-0.401114754287042	-0.535305083204834	0.288234347722842	-0.11349796436547	0.840469030493827	0.0856234070086263	0.589455797849779	0.751615768740422	0.573035640562782
BCT	0.628407223748622	0.529977908672818	0.264221770667519	-1.4943456748627	0.894342301031848	-0.0069340203633795	-0.122808042374242	-0.160163322877606	0.668336441580649	0.546005377638976	0.795257365951611	0.498321776527057	-0.288234347722842	0.691636690647132	0.0670785962343327	0.216635531873004	-0.519368320036788	1.07445518941556	0.269011671884843	2.74813429738551
BDB	-0.668336441580649	-1.50861594454147	0.751615768740422	-1.19783304618209	-1.35424889402161	2.10260593706893	-1.09949156453671	-0.867091064342285	0.226110187184576	0.573035640562782	-0.361343975404039	0.929370529081036	-1.16077020710291	1.08272527320316	1.46668426941392	-0.995481629333983	0.456870753568262	0.0023113236574057	-0.622785418435346	-1.48037338617847
BDK	2.14676625762727	2.74813429738551	1.2366186928866	-0.31241430526481	0.178921834578924	-1.38979223120839	-0.594964471653896	0.421236634030344	-0.0069340203633795	-0.733346428057981	0.456870753568262	-1.09107008009333	0.202459650111843	0.827379263767075	-0.38115399849948	1.55338179208514	0.0531854603773998	0.327009535450762	1.46668426941392	0.929370529081036
BDR	0.929370529081036	0.0069340203633795	-1.65363382162772	0.733346428057981	1.92730276908461	-1.00309766947139	1.84521055541774	-1.5232002183973	-1.4532646086429	1.38979223120839	-0.90821980511059	-1.28788212515846	0.366282900191192	-1.53811587201348	-1.77394696914878	0.297885327338811	1.40203886174807	0.685776829459027	1.37775056551561	-0.0624462446608918
BDT	1.61838985178983	0.929370529081036	-1.30936622275783	1.38979223120839	2.06220139293306	-0.958236029694311	1.77394696914878	-0.894342301031848	-1.65363382162772	2.14676625762727	0.583964953624621	-0.840469030493827	1.02630310931174	-1.34277351932277	-2.19555850201637	0.583964953624621	2.19555850201637	1.12523679619429	1.24661052356711	0.371230775958935
BEE	0.795257365951611	0.867091064342285	-1.82041880210101	1.46668426941392	2.31255918106693	-1.73101777729438	1.27735956224483	-0.0578152327211749	-1.50861594454147	1.71069771654512	0.645393523798251	0.11349796436547	1.46668426941392	-1.65363382162772	-2.06220139293306	0.546005377638976	1.55338179208514	1.99023333826352	2.14676625762727	-0.0670785962343327
BEH	-0.995481629333983	-1.56901855929446	0.508816874637437	0.193031790572725	-0.456870753568262	0.169535121527761	0.808005984731101	0.406129701979744	-0.573035640562782	-0.327009535450762	-0.331889979056195	0.197743523287746	-0.551378982920077	0.556768557060086	1.00309766947139	0.331889979056195	-0.611600340136845	-1.05007479676995	-0.980420193313882	0.795257365951611
BEV	-1.35424889402161	-1.15175029665975	0.97297227527109	-0.3911148968825	-0.645393523798251	-0.0856234070086263	-0.462007961827508	-1.67205437282744	-0.733346428057981	-0.915224535322045	-0.535305083204834	-0.174226559146906	-0.727310936136474	0.0161799571298331	-0.0069340203633795	0.48268098264514	0.524665732044466	-0.249887896770684	-1.35424889402161	-0.122808042374242
BFB	-0.503562392301424	-1.73101777729438	0.346579391510708	-3.04780302359594	-1.05813173174183	1.75207880523408	-0.685776829459027	-1.06625794667936	0.288234347722842	-0.48268098264514	0.273807753077785	-0.929370529081036	-1.61838985178983	0.611600340136845	0.90821980511059	-0.0393025832515716	-0.421236634030344	0.679940422437343	-1.2366186928866	0.327009535450762
BFS	0.297885327338811	-0.278610140823779	-0.416190471511842	-1.02630310931174	0.401114754287042	-0.386129658715449	0.361343975404039	-0.376187756786096	-0.118151723225211	0.451745574395298	0.127467025700253	2.06220139293306	-0.235605184246378	-0.386129658715449	0.617183227565994	-1.67205437282744	-0.578491659448401	-0.498321776527057	-0.226110187184576	0.174226559146906
BGB	-0.0115568652502283	0.589455797849779	-0.679940422437343	0.56217435274709	-0.235605184246378	0.322136868433913	0.401114754287042	-0.751615768740422	-2.31255918106693	0.7577614203553	0.361343975404039	-0.25943792390388	-0.519368320036788	-0.178921834578924	-0.118151723225211	-1.79669793543813	-0.801615389700607	-0.617183227565993	-0.269011671884843	-0.833906286632222
BGG	-0.406129701979744	-1.04208545617778	0.174226559146906	0.0485568277783676	0.493094811141767	-0.132128777500757	0.230855084109714	-0.0809846922547478	-0.808005984731101	-0.0069340203633795	-0.668336441580649	1.14282313042287	-0.467157391991122	-0.183621057790663	0.0995510164407732	-1.69106041213994	-1.5232002183973	-1.5232002183973	-0.56217435274709	0.020803394851032
BGP	-1.24661052356711	0.245121470401313	-0.685776829459027	2.10260593706893	1.20735960857556	-1.28788212515846	0.622785418435346	0.958236029694311	-2.19555850201637	-0.235605184246378	0.0902639649211258	0.211905540005459	0.108846662300353	-1.05007479676995	-0.356413849225995	-1.73101777729438	1.19783304618209	0.288234347722842	0.833906286632222	-0.922274462633003
BGS	-0.230855084109714	0.594964471653896	0.155482744872917	0.943704988413798	-0.7577614203553	-0.503562392301424	1.21699702417525	0.020803394851032	-0.628407223748622	-0.108846662300353	-0.0393025832515716	-0.188324339375464	-0.25466000710129	-0.207180284342776	-0.273807753077785	-1.41449945736515	-1.35424889402161	-0.477493702756547	-1.50861594454147	-0.880634932625584
BGV	-1.99023333826352	-2.06220139293306	-1.55338179208514	0.331889979056195	0.90821980511059	0.600491259466874	1.42718363271383	-0.327009535450762	-0.715318642694748	0.594964471653896	0.193031790572725	1.50861594454147	0.127467025700253	0.118151723225211	0.0949064674731112	-1.56901855929446	-0.770139493984983	-0.63404896027201	-0.606036450750844	-1.01077234243093
BHC	1.75207880523408	0.278610140823779	-0.674127085341076	-1.07445518941556	0.814429750182111	0.376187756786096	-0.10419771391158	-2.19555850201637	0.594964471653896	0.122808042374242	-1.67205437282744	0.426293545737194	0.31241430526481	-1.99023333826352	-1.61838985178983	0.288234347722842	1.09949156453671	0.715318642694747	2.10260593706893	-0.416190471511842
BHF	0.0717123876811314	-0.202459650111843	-0.965577942104941	-0.901259356808879	0.668336441580649	-0.421236634030344	0.0717123876811314	0.249887896770684	0.567596626856915	0.322136868433913	1.15175029665975	2.10260593706893	1.30936622275783	0.0069340203633795	0.136793402500047	0.178921834578924	1.09107008009333	0.508816874637437	0.0393025832515718	1.55338179208514
BHH	-0.293056425551105	0.715318642694747	1.6357578726613	0.31241430526481	0.240360606435921	-0.56217435274709	0.0624462446608918	-0.617183227565993	1.67205437282744	-0.703428352120604	-1.17909916608271	1.38979223120839	0.0485568277783676	-0.25943792390388	-0.264221770667519	-0.739408752763368	0.0763477194581177	-1.79669793543813	0.600491259466874	1.34277351932277
BHV	-0.697520398122158	0.472319239554667	0.611600340136845	0.108846662300353	-0.958236029694311	-0.240360606435921	-0.160163322877606	0.456870753568262	0.0161799571298331	-0.183621057790663	0.63404896027201	-0.529977908672818	-0.14613169322905	0.462007961827509	0.174226559146906	-0.0670785962343327	-1.79669793543813	-1.44010167491054	-0.867091064342285	-0.127467025700253
BIB	1.05007479676995	0.727310936136474	-1.67205437282744	0.245121470401313	0.8208873000614	-0.651097014623364	0.44153054504322	-1.24661052356711	-1.10799175722483	0.288234347722842	-0.573035640562782	-0.14613169322905	0.487881283147801	-1.55338179208514	-2.31255918106693	0.25943792390388	1.2366186928866	0.814429750182111	0.341674763414337	0.451745574395298
BIL	-0.467157391991122	1.14282313042287	-0.503562392301424	1.2366186928866	1.05007479676995	-0.770139493984983	2.06220139293306	1.99023333826352	0.11349796436547	1.34277351932277	-0.202459650111843	-1.50861594454147	0.503562392301424	-1.1339861234044	-0.567596626856915	-0.235605184246378	0.122808042374242	-1.1339861234044	0.788931328714111	-0.514085442961773
BIN	-0.245121470401313	1.35424889402161	-1.15175029665975	0.995481629333983	0.366282900191192	-2.47375281825758	0.0995510164407732	0.739408752763368	-1.02630310931174	-2.06220139293306	-1.6357578726613	-0.441530545043221	1.33147229234053	-0.622785418435346	-0.446632234104391	-0.11349796436547	-0.894342301031848	-1.01077234243093	0.356413849225995	0.606036450750844
BIR	-1.92730276908461	-0.467157391991122	-0.0902639649211258	-0.356413849225995	-0.929370529081036	0.0809846922547478	-0.307564133079395	0.703428352120604	0.396109874324842	0.697520398122158	1.71069771654512	0.709360961240266	-0.56217435274709	1.25672838638574	0.808005984731101	0.0393025832515718	0.14613169322905	-0.583964953624621	-0.535305083204834	1.02630310931174
BLH	1.67205437282744	1.56901855929446	-1.17909916608271	1.58504865992564	1.84521055541774	-1.16988555851303	1.37775056551561	-1.04208545617778	-1.69106041213994	0.431361382399837	0.401114754287042	-0.745498374715922	0.628407223748622	-2.19555850201637	-2.25021621287546	0.183621057790663	-0.127467025700253	0.551378982920077	2.25021621287547	-1.65363382162772
BLR	1.18841397060267	0.327009535450762	0.273807753077785	0.477493702756547	1.01077234243093	0.356413849225995	0.860378466661158	-0.840469030493827	0.273807753077785	0.376187756786096	-0.431361382399837	-1.89850002602006	0.0254272773144221	-1.27735956224483	-0.880634932625584	0.240360606435921	1.18841397060267	0.477493702756547	0.178921834578924	-1.36590542698986
BLT	1.08272527320316	0.840469030493827	-1.46668426941392	-1.60149673184337	0.63404896027201	0.503562392301424	-0.583964953624621	0.451745574395298	-0.211905540005459	1.11657276919127	2.14676625762727	0.0393025832515718	1.28788212515846	0.302721185351759	-0.48268098264514	2.58698854596876	0.503562392301424	3.04780302359594	1.04208545617778	0.965577942104941
BLV	-0.487881283147801	-1.77394696914878	1.08272527320316	-0.709360961240266	-1.16988555851303	1.77394696914878	-0.840469030493827	-0.929370529081036	0.235605184246378	-1.77394696914878	-0.416190471511842	0.122808042374242	-1.20735960857556	1.00309766947139	1.4943456748627	-0.715318642694748	0.288234347722842	0.401114754287042	-1.22674881973321	-0.193031790572725
BMC	0.376187756786096	1.08272527320316	-1.37775056551561	1.34277351932277	0.245121470401313	-0.436440322051027	0.0300517034871831	-0.269011671884843	-1.26697656409516	0.356413849225995	0.164847412361832	-0.327009535450762	0.63404896027201	-1.15175029665975	-0.887467773206314	0.87384296154877	1.21699702417525	0.936513704648091	-0.0254272773144222	-1.5232002183973
BMF	0.421236634030344	0.745498374715922	-0.0346767724179257	-0.25943792390388	0.514085442961773	0.226110187184576	0.25466000710129	0.674127085341076	0.467157391991122	0.136793402500047	0.922274462633003	-0.183621057790663	0.0346767724179256	0.594964471653896	0.202459650111843	0.606036450750844	0.472319239554667	1.24661052356711	-0.327009535450762	1.53811587201348
BNT	0.351492370953221	-0.651097014623364	-0.273807753077785	-1.09107008009333	0.043929235244272	1.25672838638574	-0.651097014623364	-1.01077234243093	-0.594964471653896	-0.273807753077785	1.30936622275783	0.307564133079395	-0.366282900191192	0.421236634030344	0.386129658715449	0.915224535322045	-0.278610140823779	0.847068174287293	-0.645393523798251	0.0254272773144221
BPG	2.47375281825758	1.16077020710291	-0.421236634030344	-0.216635531873004	0.600491259466874	0.782636707108169	0.519368320036788	-0.317271837935359	0.0300517034871831	0.8208873000614	0.8208873000614	0.14613169322905	0.950945409769139	0.136793402500047	-0.411154884626514	1.24661052356711	1.4532646086429	1.6357578726613	0.245121470401313	0.462007961827509
BPP	2.25021621287547	2.58698854596876	1.12523679619429	-0.827379263767075	1.04208545617778	-0.622785418435346	0.160163322877606	-0.451745574395298	1.27735956224483	-0.7577614203553	0.668336441580649	1.95779925340944	0.958236029694311	-1.60149673184337	-1.46668426941392	0.639710950695256	-2.10260593706893	0.351492370953221	0.814429750182111	0.122808042374242
BQI	-0.0485568277783674	1.75207880523408	0.456870753568262	0.240360606435921	-0.840469030493827	0.0763477194581177	0.477493702756547	3.04780302359594	3.04780302359594	1.73101777729438	0.827379263767075	-1.11657276919127	-0.0856234070086263	0.847068174287293	2.74813429738551	-0.188324339375464	-0.715318642694748	-0.578491659448401	0.589455797849779	0.25466000710129
BQN	-1.46668426941392	-0.995481629333983	0.406129701979744	-1.05007479676995	-1.22674881973321	-0.0809846922547478	-1.87119122949614	-1.36590542698986	-1.14282313042287	-2.58698854596876	-0.446632234104391	0.915224535322045	-0.668336441580649	0.178921834578924	0.0161799571298331	-0.498321776527057	-1.42718363271383	-0.503562392301424	-1.05007479676995	-0.503562392301424
BQP	1.87119122949614	1.4943456748627	-2.19555850201637	0.814429750182111	1.40203886174807	-1.48037338617847	1.07445518941556	-0.995481629333983	-0.645393523798251	0.0763477194581177	0.606036450750844	-0.827379263767075	1.89850002602006	-2.58698854596876	-1.67205437282744	0.197743523287746	-0.0717123876811314	0.0346767724179256	2.06220139293306	-0.431361382399837
BRD	-0.174226559146906	-0.327009535450762	1.07445518941556	-0.674127085341076	-0.662568121997894	0.0624462446608918	-0.535305083204834	-0.0763477194581177	0.278610140823779	0.346579391510708	0.0161799571298331	0.0995510164407732	-0.795257365951611	0.0902639649211258	0.431361382399837	-0.396109874324842	-0.915224535322045	-0.847068174287293	0.136793402500047	0.0069340203633795
BRF	-0.721301822577589	0.25943792390388	0.136793402500047	0.0578152327211751	-0.715318642694748	0.0485568277783676	-0.0023113236574057	2.58698854596876	-0.0393025832515716	-0.697520398122158	1.09107008009333	0.950945409769139	-0.230855084109714	0.197743523287746	-0.132128777500757	-0.0300517034871832	-0.745498374715922	-0.853704414667964	-0.0208033948510321	-0.202459650111843
BRK	-1.18841397060267	0.273807753077785	0.715318642694747	0.207180284342776	0.0300517034871831	0.915224535322045	0.498321776527057	0.922274462633003	-0.546005377638976	-0.346579391510708	0.887467773206314	0.894342301031848	-0.416190471511842	0.493094811141767	0.240360606435921	-2.31255918106693	0.240360606435921	0.929370529081036	-0.674127085341076	-0.0531854603773996
BSM	-1.17909916608271	-0.0809846922547478	-0.0809846922547478	0.0393025832515718	-0.622785418435346	-0.456870753568262	-0.25466000710129	1.75207880523408	-0.56217435274709	-0.160163322877606	0.847068174287293	0.751615768740422	-0.0717123876811314	0.0115568652502283	0.178921834578924	0.401114754287042	-1.77394696914878	-0.679940422437343	-1.58504865992564	0.487881283147801
